Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_screw,0.9807337569174011,0.9914520480991468,0.9597992290651531
Mean,0.9807337569174011,0.9914520480991468,0.9597992290651531
