Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_screw,0.8944455831112932,0.9350023704658568,0.7960593252573838
mvtec_pill,0.9148936170212766,0.9352712714726286,0.8296857618124046
mvtec_capsule,0.9768647786198644,0.977535055614127,0.831373171088993
mvtec_carpet,0.9943820224719101,0.912081787583588,0.7498381468887879
mvtec_grid,0.9941520467836257,0.9529260931459572,0.8934080489873284
mvtec_tile,0.9909812409812411,0.9459279443080625,0.9281001005638287
mvtec_wood,0.999122807017544,0.7694541271147692,0.5891312832555649
mvtec_zipper,0.9992121848739496,0.9869802751348696,0.9520308866816214
mvtec_cable,0.9730134932533733,0.9221072938366208,0.7958780370542686
mvtec_toothbrush,0.9916666666666667,0.968834347627112,0.8622438169707438
mvtec_transistor,0.9983333333333333,0.9122852372226014,0.8691519624167369
mvtec_metal_nut,1.0,0.9778493976042538,0.8926917313906356
mvtec_bottle,1.0,0.9775789426910033,0.8882253366193468
mvtec_hazelnut,0.9996428571428572,0.9323919127560417,0.7442130111373506
mvtec_leather,1.0,0.9829369145343947,0.9433098175890178
Mean,0.9817807087517958,0.9392775314074593,0.8376893625142677
