Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_screw,0.5474482475917195,0.1282440798542584,0.02127349766569642
mvtec_pill,0.7326786688488816,0.8648702463886997,0.654495803810047
mvtec_capsule,0.7786198643797366,0.6547276768541,0.33092141490165994
mvtec_carpet,0.9329855537720706,0.9048070046044511,0.6840836715513581
mvtec_grid,0.9565580618212197,0.9121235779154858,0.8025992131188457
mvtec_tile,0.9365079365079365,0.7979034782396706,0.6540226864807733
mvtec_wood,0.9596491228070175,0.6659260483405354,0.33710922986354197
mvtec_zipper,0.961922268907563,0.9416329477244333,0.8305090685294836
mvtec_cable,0.9523988005997002,0.8846367308482391,0.7804614670655108
mvtec_toothbrush,0.85,0.8057191493438668,0.470062777564502
mvtec_transistor,0.9312499999999999,0.6948633751272728,0.4580507155323516
mvtec_metal_nut,0.9956011730205279,0.9706987052600773,0.9133621279614907
mvtec_bottle,1.0,0.9808117370143455,0.8974829144339727
mvtec_hazelnut,0.7967857142857142,0.7170709965298039,0.4359279592524676
mvtec_leather,0.9775815217391304,0.835287215384913,0.8005273868980854
Mean,0.8873324622854146,0.7839548646286769,0.6047259956419857
